fecha,ipc_diario,ipc,tc_a3500,tc_ccl,billetes_monedas_publico,billetes_monedas_entidades,cc_bcra,base_monetaria,cuenta_corriente,cajas_de_ahorro,plazo_fijo,m2,circulante_real,cajas_de_ahorro_real,cuenta_corriente_real,plazo_fijo_real,base_monetaria_real,m2_real,m3_real,base_monetaria_ccl,m2_ccl,m3_ccl,depositos_en_usd_total,depositos_en_usd_privado,depositos_en_usd_privado_ma_5dias,var_depositos_en_usd_privado_ma_5dias,tasa_politica_monetaria_tna,tasa_pases_pasivos_tna,tasa_pases_activos_tna,tasa_pases_bancos_tna,tasa_badlar_tna,tasa_tm20_tna,tasa_tamar_tna,tasa_call_interbank_tna,tasa_adelantos_tna,tasa_prestamos_personales_tna,tasa_plazo_fijo_tna,tasa_politica_monetaria_tem,tasa_badlar_tem,tasa_tm20_tem,tasa_tamar_tem,tasa_call_interbank_tem,tasa_pases_tem,tasa_adelantos_tem,tasa_plazo_fijo_tem,tasa_real_plazo_fijo_ex_post_tea,tasa_real_plazo_fijo_ex_post_tem,tasa_usd_plazo_fijo_ex_post_tea,tasa_usd_plazo_fijo_ex_post_tem,costo_de_oportunidad_liquidez_peos,costo_liquidez_bancaria,costo_de_oportunidad_ventanilla_de_pases,credito_documentos,credito_personales,credito_tarjetas,credito_otros,credito_total,credito_total_año_anterior,credito_documentos_real,credito_personales_real,credito_tarjetas_real,credito_otros_real,credito_total_real,var_ia_credito_pesos,var_ia_credito_pesos_ma_5dias,var_diaria_credito_ma_5dias,credito_dolares_documentos,credito_dolares_personales,credito_dolares_tarjetas,credito_dolares_otros,credito_dolares_total,credito_dolares_total_ano_anterior,var_ia_credito_dolares,var_5dias_credito_usd_ma,stock_pases,stock_pases_en_fci,lediv_lebacusd_legar_bopreal_usd,lefis
2003-05-23,0.999785917,0.000279061,2.839,2.92,18201.66,2253,13285.32,33739.98,14837,14837,44857.94136,50128.66,73.29804355,53.1674969,53.1674969,160.7457342,120.9051885,179.6330373,340.3787715,11554.78767,17167.34932,32529.658,1220,968,0,0,0,#N/A,#VALUE!,#VALUE!,0.11375,0,0,0.036821407,#VALUE!,#VALUE!,0.124156139,0,0.009349315,0,#N/A,0.003030848,#N/A,#VALUE!,0.010204614,0.183033141,0.014105355,0,0,#VALUE!,#VALUE!,#VALUE!,4791,2138,1873,18102,26904,0,17.16826027,7.661394377,6.711782819,64.86742798,96.40886544,#DIV/0!,0,0,671,0,17,681,1369,#N/A,#N/A,0,s/o,s/o,0,0
2003-05-26,0.999785917,0.000279002,2.8913,2.9,18090.32,2346,13313.38,33749.7,15026,15026,44384.92867,50488.32,73.24800439,53.85629673,53.85629673,159.084779,120.9659163,180.9605979,340.0453768,11637.82759,17409.76552,32714.91333,1231,979,0,0,0,#N/A,#VALUE!,#VALUE!,0.104375,0,0,0.032968317,#VALUE!,#VALUE!,0.114432953,0,0.008578767,0,#N/A,0.002713277,#N/A,#VALUE!,0.009405448,0.171851205,0.013303103,0,0,#VALUE!,#VALUE!,#VALUE!,4776,2135,1896,18156,26963,0,17.11817338,7.652282279,6.795656768,65.07486513,96.64097756,#DIV/0!,0,0,670,0,17,679,1366,0,#DIV/0!,0,s/o,s/o,0,0
2003-05-27,0.999785917,0.000278942,2.8825,2.9,18009,2397,13488.44,33894.44,15110,15110,44097.06761,50626,73.15499245,54.16896677,54.16896677,158.086869,121.5107077,181.492926,339.579795,11687.73793,17457.24138,32663.12676,1239,987,0,0,0,#N/A,#VALUE!,#VALUE!,0.090625,0,0,0.033828284,#VALUE!,#VALUE!,0.101103158,0,0.00744863,0,#N/A,0.002784147,#N/A,#VALUE!,0.008309849,0.15667899,0.012203273,0,0,#VALUE!,#VALUE!,#VALUE!,4772,2115,1927,18178,26992,0,17.10749897,7.582221358,6.908246126,65.16766896,96.76563541,#DIV/0!,0,0,668,0,18,685,1371,#N/A,#N/A,0,s/o,s/o,0,0
2003-05-28,0.999785917,0.000278882,2.8683,2.9,18011.07,2428,13366.9,33805.97,15462,15462,44163.87732,51363.07,73.28923752,55.44274718,55.44274718,158.3602823,121.219496,184.1747319,342.5350142,11657.23103,17711.40345,32940.32666,1231,981,0,0,0,#N/A,#VALUE!,#VALUE!,0.093125,0,0,0.0337559,#VALUE!,#VALUE!,0.10153802,0,0.00765411,0,#N/A,0.002778181,#N/A,#VALUE!,0.008345591,0.157171102,0.012239153,0,0,#VALUE!,#VALUE!,#VALUE!,4773,2114,1966,18145,26998,0,17.11474792,7.580259186,7.049569328,65.06329372,96.80787015,#DIV/0!,0,0,667,0,18,671,1356,0,#DIV/0!,0,s/o,s/o,0,0
2003-05-29,0.999785917,0.000278823,2.8753,2.9,18048.35,2466,13662.21,34176.56,15736,15736,44085.12778,51986.35,73.57492332,56.43732282,56.43732282,158.1117557,122.5745774,186.449569,344.5613247,11785.02069,17926.32759,33128.09578,1205,983,979.6,0,0,#N/A,#VALUE!,#VALUE!,0.1,0,0,0.034701151,#VALUE!,#VALUE!,0.108635574,0,0.008219178,0,#N/A,0.002856085,#N/A,#VALUE!,0.008928951,0.165230245,0.012824766,0,0,#VALUE!,#VALUE!,#VALUE!,4765,2110,2014,18104,26993,0,17.08972059,7.567536296,7.223231327,64.93017872,96.81066693,#DIV/0!,#DIV/0!,0,666,0,18,676,1360,#N/A,#N/A,#N/A,s/o,s/o,0,0
2003-05-30,0.999785917,0.000278763,2.8825,2.88,18182.71,2544,13422.48,34149.19,15895,15895,44285.81128,52516.71,74.35247218,57.01978487,57.01978487,158.8655195,122.5026403,188.3920419,347.2575614,11857.35764,18234.96875,33611.98656,1243,1014,988.8,9.2,0,#N/A,#VALUE!,#VALUE!,0.085625,0,0,0.031579254,#VALUE!,#VALUE!,0.102450319,0,0.007037671,0,#N/A,0.002598814,#N/A,#VALUE!,0.008420574,0.158204132,0.012314426,0,0,#VALUE!,#VALUE!,#VALUE!,4737,2107,2048,18001,26893,0,16.9929362,7.558394887,7.346745481,64.57459248,96.47266905,#DIV/0!,#DIV/0!,0,675,0,18,642,1335,0,#DIV/0!,#DIV/0!,s/o,s/o,0,0
2003-06-02,0.999952683,0.000278703,2.8632,2.86,18418.73,2486,13389.6,34294.33,16016,16016,44290.26167,52936.73,75.00713715,57.46614803,57.46614803,158.9155053,123.0496406,189.9394332,348.8549386,11991.02448,18509.34615,33995.45163,1230,1001,993.2,4.4,0,#N/A,#VALUE!,#VALUE!,0.096875,0,0,0.033387882,#VALUE!,#VALUE!,0.106243108,0,0.007962329,0,#N/A,0.002747852,#N/A,#VALUE!,0.00873231,0.121372599,0.009591832,0,0,#VALUE!,#VALUE!,#VALUE!,4756,2092,2026,18092,26966,0,17.06474775,7.506192662,7.269381612,64.91493195,96.75525398,#DIV/0!,#DIV/0!,0,672,0,18,675,1365,#N/A,#N/A,#N/A,s/o,s/o,0,0
2003-06-03,0.999952683,0.00027869,2.8468,2.85,18550.56,2489,13462.75,34502.31,15773,15773,44557.84777,52585.56,75.49448556,56.59693077,56.59693077,159.8831818,123.8017404,188.6883471,348.5715289,12106.07368,18451.07368,34085.40624,1248,1019,999.6,6.4,0,#N/A,#VALUE!,#VALUE!,0.10375,0,0,0.03342144,#VALUE!,#VALUE!,0.108508641,0,0.008527397,0,#N/A,0.002750618,#N/A,#VALUE!,0.008918518,0.123859137,0.009778199,0,0,#VALUE!,#VALUE!,#VALUE!,4745,2091,2029,18062,26927,0,17.02608486,7.50295963,7.280490239,64.81035717,96.6198919,#DIV/0!,#DIV/0!,0,670,0,18,674,1362,0,#DIV/0!,#DIV/0!,s/o,s/o,0,0
2003-06-04,0.999952683,0.000278677,2.838,2.85,18660.66,2495,13443.29,34598.95,15740,15740,44784.0985,52635.66,75.91466946,56.48119214,56.48119214,160.7026221,124.1543801,188.8770537,349.5796759,12139.98246,18468.65263,34182.3714,1260,1027,1008.8,9.2,0,#N/A,#VALUE!,#VALUE!,0.096875,0,0,0.034363527,#VALUE!,#VALUE!,0.105462441,0,0.007962329,0,#N/A,0.002828259,#N/A,#VALUE!,0.008668146,0.120516947,0.009527613,0,0,#VALUE!,#VALUE!,#VALUE!,4767,2091,2027,18191,27076,0,17.105835,7.503314661,7.273657971,65.27632568,97.15913332,#DIV/0!,#DIV/0!,0,670,0,18,674,1362,#N/A,#N/A,#N/A,s/o,s/o,0,0
2003-06-05,0.999952683,0.000278664,2.8255,2.85,18871.64,2477,13358.98,34707.62,15495,15495,45178.68267,52338.64,76.61078111,55.60466865,55.60466865,162.1262136,124.5502233,187.8201184,349.946332,12178.11228,18364.43509,34216.60445,1259,1028,1017.8,9,0,#N/A,#VALUE!,#VALUE!,0.096875,0,0,0.034115499,#VALUE!,#VALUE!,0.108098856,0,0.007962329,0,#N/A,0.002807817,#N/A,#VALUE!,0.008884837,0.123409003,0.009744489,0,0,#VALUE!,#VALUE!,#VALUE!,4766,2091,2003,18180,27040,0,17.10305587,7.503669709,7.187876818,65.23994037,97.03454277,#DIV/0!,#DIV/0!,-0.057457371,667,0,18,671,1356,0,#DIV/0!,#DIV/0!,s/o,s/o,0,0
2003-06-06,0.999952683,0.00027865,2.8225,2.84,19136.36,2421,13291.6,34848.96,15431,15431,45259.70695,52419.36,77.363445,55.37762137,55.37762137,162.4246591,125.0633473,188.1186877,350.5433469,12270.76056,18457.52113,34394.03766,1264,1029,1020.8,3,0,#N/A,#VALUE!,#VALUE!,0.095625,0,0,0.035779096,#VALUE!,#VALUE!,0.104977372,0,0.007859589,0,#N/A,0.002944931,#N/A,#VALUE!,0.008628277,0.119985587,0.00948771,0,0,#VALUE!,#VALUE!,#VALUE!,4750,2087,2004,18166,27007,0,17.04644556,7.489669872,7.191805666,65.19278529,96.92070639,#DIV/0!,#DIV/0!,0.12474829,675,0,18,666,1359,#N/A,#N/A,#N/A,s/o,s/o,0,0
2003-06-09,0.999952683,0.000278637,2.8243,2.84,19244.96,2459,13409.61,35113.57,15492,15492,44927.92884,52687.96,77.89323778,55.59916438,55.59916438,161.241628,126.0189227,189.0915665,350.3331945,12363.9331,18552.09859,34371.79184,1267,1033,1027.2,6.4,0,#N/A,#VALUE!,#VALUE!,0.0975,0,0,0.039051141,#VALUE!,#VALUE!,0.106155443,0,0.008013699,0,#N/A,0.003214667,#N/A,#VALUE!,0.008725105,0.121276485,0.009584621,0,0,#VALUE!,#VALUE!,#VALUE!,4746,2089,1984,18071,26890,0,17.0328966,7.497202065,7.120368069,64.85492509,96.50539183,#DIV/0!,#DIV/0!,0.144733554,680,0,17,663,1360,0,#DIV/0!,#DIV/0!,s/o,s/o,0,0
2003-06-10,0.999952683,0.000278624,2.815,2.83,19264.54,2508,13597.4,35369.94,15501,15501,45043.82495,52774.54,78.14306168,55.63409685,55.63409685,161.6652164,126.9450144,189.4112554,351.0764718,12498.21201,18648.24735,34564.79327,1280,1048,1033,5.8,0,#N/A,#VALUE!,#VALUE!,0.10375,0,0,0.036711502,#VALUE!,#VALUE!,0.107867364,0,0.008527397,0,#N/A,0.003021788,#N/A,#VALUE!,0.008865811,0.123154791,0.009725446,0,0,#VALUE!,#VALUE!,#VALUE!,4744,2090,1973,18052,26859,0,17.02652445,7.501145889,7.081225281,64.78980171,96.39869733,#DIV/0!,#DIV/0!,0.212084821,679,0,17,665,1361,#N/A,#N/A,#N/A,s/o,s/o,0,0
2003-06-11,0.999952683,0.000278611,2.811,2.84,19181.2,2574,13510.1,35265.3,15293,15293,45152.72721,52341.2,78.08452198,54.89016854,54.89016854,162.063742,126.5754437,187.8648591,349.9286011,12417.35915,18430,34328.84761,1285,1053,1038.2,5.2,0,#N/A,#VALUE!,#VALUE!,0.095,0,0,0.039270998,#VALUE!,#VALUE!,0.105095058,0,0.007808219,0,#N/A,0.003232794,#N/A,#VALUE!,0.00863795,0.120114483,0.009497391,0,0,#VALUE!,#VALUE!,#VALUE!,4738,2091,1902,18143,26874,0,17.00579471,7.505090069,6.826724682,65.11948786,96.45709733,#DIV/0!,#DIV/0!,0.138110865,679,0,16,664,1359,0,#DIV/0!,#DIV/0!,s/o,s/o,0,0
2003-06-12,0.999952683,0.000278598,2.8112,2.86,19170.2,2595,13950.14,35715.34,15212,15212,45378.96684,52189.2,78.12411089,54.6020241,54.6020241,162.8834763,128.1968088,187.3281591,350.2116354,12487.88112,18247.97203,34114.74365,1283,1054,1043.4,5.2,0,#N/A,#VALUE!,#VALUE!,0.10125,0,0,0.043073917,#VALUE!,#VALUE!,0.107223105,0,0.008321918,0,#N/A,0.003546387,#N/A,#VALUE!,0.008812858,0.122447577,0.009672448,0,0,#VALUE!,#VALUE!,#VALUE!,4737,2093,1871,18148,26849,0,17.00301,7.51262401,6.715776169,65.14051626,96.37192644,#DIV/0!,#DIV/0!,0.056273713,684,0,15,657,1356,#N/A,#N/A,#N/A,s/o,s/o,0,0
2003-06-13,0.999952683,0.000278585,2.8383,2.84,19244.23,2581,14418,36243.23,15427,15427,45318.34042,52679.23,78.34328979,55.37636633,55.37636633,162.6735607,130.0977754,189.0960224,351.7695831,12761.7007,18549.02465,34506.18677,1286,1053,1048.2,4.8,0,#N/A,#VALUE!,#VALUE!,0.099375,0,0,0.043723119,#VALUE!,#VALUE!,0.107015363,0,0.008167808,0,#N/A,0.00359993,#N/A,#VALUE!,0.008795783,0.122219622,0.009655359,0,0,#VALUE!,#VALUE!,#VALUE!,4740,2083,1854,18119,26796,0,17.01458329,7.477083753,6.655071185,65.03950097,96.1862392,#DIV/0!,#DIV/0!,-0.098021712,683,0,15,657,1355,0,#DIV/0!,#DIV/0!,s/o,s/o,0,0
2003-06-17,0.999952683,0.000278571,2.8265,2.82,19155.43,2713,14679.56,36547.99,15773,15773,44842.58341,53414.43,78.50207386,56.62103823,56.62103823,160.9734121,131.197942,191.7441503,352.7175624,12960.28014,18941.28723,34842.91256,1297,1066,1054.8,6.6,0,#N/A,#VALUE!,#VALUE!,0.100625,0,0,0.036845496,#VALUE!,#VALUE!,0.106170473,0,0.008270548,0,#N/A,0.003032834,#N/A,#VALUE!,0.00872634,0.121292963,0.009585857,0,0,#VALUE!,#VALUE!,#VALUE!,4738,2085,1839,18172,26834,0,17.00820891,7.484617049,6.601539929,65.23283502,96.3272009,#DIV/0!,#DIV/0!,-0.010438356,682,0,15,657,1354,#N/A,#N/A,#N/A,s/o,s/o,0,0
2003-06-18,0.999952683,0.000278558,2.8043,2.81,19073.62,2703,14989.47,36766.09,15771,15771,45020.9855,53318.62,78.17619846,56.61653764,56.61653764,161.6214774,131.9871104,191.4092737,353.0307511,13084.01779,18974.59786,34996.30089,1301,1071,1059.4,4.6,0,#N/A,#VALUE!,#VALUE!,0.10125,0,0,0.036266885,#VALUE!,#VALUE!,0.105804105,0,0.008321918,0,#N/A,0.002985138,#N/A,#VALUE!,0.008696228,0.120891356,0.009555719,0,0,#VALUE!,#VALUE!,#VALUE!,4688,2084,1846,18112,26730,0,16.82951801,7.481381297,6.626981706,65.0205269,95.95840791,#DIV/0!,#DIV/0!,0.039817773,685,0,15,655,1355,0,#DIV/0!,#DIV/0!,s/o,s/o,0,0
2003-06-19,0.999952683,0.000278545,2.795,2.81,19074.58,2677,15052.98,36804.56,15709,15709,45445.31792,53169.58,78.09000196,56.39663145,56.39663145,163.1525142,132.1314664,190.8832649,354.0357791,13097.70819,18921.55872,35094.26972,1304,1074,1063.6,4.2,0,#N/A,#VALUE!,#VALUE!,0.094375,0,0,0.038531744,#VALUE!,#VALUE!,0.10890934,0,0.007756849,0,#N/A,0.003171845,#N/A,#VALUE!,0.008951453,0.124299451,0.009811161,0,0,#VALUE!,#VALUE!,#VALUE!,4701,2086,1841,18184,26812,0,16.87698545,7.488915476,6.609344866,65.28208965,96.25733544,#DIV/0!,#DIV/0!,0.103705695,683,0,16,663,1362,#N/A,#N/A,#N/A,s/o,s/o,0,0
2003-06-20,0.999952683,0.000278532,2.7987,2.82,19182.93,2576,15213.36,36972.29,15705,15705,45671.58606,53168.93,78.12008545,56.38493906,56.38493906,163.9725945,132.739912,190.8899636,354.8625581,13110.74113,18854.2305,35049.82839,1321,1091,1071,7.4,0,#N/A,#VALUE!,#VALUE!,0.094375,0,0,0.035743551,#VALUE!,#VALUE!,0.101683893,0,0.007756849,0,#N/A,0.002942002,#N/A,#VALUE!,0.00835758,0.116383909,0.009216783,0,0,#VALUE!,#VALUE!,#VALUE!,4686,2079,1868,18199,26832,0,16.82393024,7.464138064,6.706594471,65.33903253,96.33369531,#DIV/0!,#DIV/0!,0.163293771,685,0,16,668,1369,0,#DIV/0!,#DIV/0!,s/o,s/o,0,0
2003-06-23,0.999952683,0.000278519,2.8027,2.81,19182.88,2598,15489.11,37269.99,15980,15980,45544.95858,53740.88,78.2025918,57.37497369,57.37497369,163.5257072,133.8150623,192.9525392,356.4782463,13263.34164,19124.86833,35333.03864,1318,1091,1078.6,7.6,0,#N/A,#VALUE!,#VALUE!,0.1025,0,0,0.042062672,#VALUE!,#VALUE!,0.102802309,0,0.008424658,0,#N/A,0.003462989,#N/A,#VALUE!,0.008449505,0.117605792,0.009308786,0.753752339,0.047926176,#VALUE!,#VALUE!,#VALUE!,4676,2073,1889,18193,26831,0,16.78882209,7.442948715,6.78231072,65.32058175,96.33466328,#DIV/0!,#DIV/0!,0.250166791,685,0,17,657,1359,#N/A,#N/A,#N/A,s/o,s/o,0,0
2003-06-24,0.999952683,0.000278505,2.7957,2.79,19161.1,2580,15809.85,37550.95,16189,16189,45264.58449,54119.1,78.06345844,58.12812271,58.12812271,162.5267356,134.8302075,194.3197039,356.8464394,13459.12186,19397.52688,35621.39229,1323,1095,1084.4,5.8,0,#N/A,#VALUE!,#VALUE!,0.088125,0,0,0.032126337,#VALUE!,#VALUE!,0.095911145,0,0.007243151,0,#N/A,0.002643894,#N/A,#VALUE!,0.007883108,0.11009656,0.008741906,0.74762212,0.047620435,#VALUE!,#VALUE!,#VALUE!,4671,2066,1908,18122,26767,0,16.77166355,7.41816675,6.850852933,65.06874049,96.10942372,#DIV/0!,#DIV/0!,0.1417659,671,0,17,654,1342,0,#DIV/0!,#DIV/0!,s/o,s/o,0,0
2003-06-25,0.999952683,0.000278492,2.7728,2.79,19124.81,2620,15708.63,37453.44,16646,16646,44667.77299,55036.81,78.08047404,59.77185227,59.77185227,160.391417,134.4864522,197.6241786,358.0155956,13424.17204,19726.4552,35736.40967,1320,1094,1089,4.6,0,#N/A,#VALUE!,#VALUE!,0.0775,0,0,0.030996325,#VALUE!,#VALUE!,0.094631239,0,0.006369863,0,#N/A,0.002550783,#N/A,#VALUE!,0.00777791,0.108706962,0.008636619,0.745434481,0.047511089,#VALUE!,#VALUE!,#VALUE!,4667,2064,1930,18087,26748,0,16.75809411,7.411336242,6.930173908,64.94614273,96.04574699,#DIV/0!,#DIV/0!,0.08074403,672,0,17,650,1339,#N/A,#N/A,#N/A,s/o,s/o,0,0
2003-06-26,0.999952683,0.000278479,2.7615,2.81,19132.54,2704,15888.412,37724.952,16949,16949,44609.05352,55734.54,78.41356505,60.86273348,60.86273348,160.1881489,135.4677975,200.139032,360.3271809,13425.24982,19834.35587,35709.46389,1321,1090,1092.2,3.2,0,#N/A,#VALUE!,#VALUE!,0.085625,0,0,0.032797009,#VALUE!,#VALUE!,0.093508994,0,0.007037671,0,#N/A,0.00269916,#N/A,#VALUE!,0.007685671,0.10748985,0.008544301,0.60029899,0.039960301,#VALUE!,#VALUE!,#VALUE!,4671,2056,1955,18064,26746,0,16.77325082,7.382959468,7.020275175,64.86662443,96.04310989,#DIV/0!,#DIV/0!,-0.034869372,673,0,17,649,1339,0,#DIV/0!,#DIV/0!,s/o,s/o,0,0
2003-06-27,0.999952683,0.000278466,2.7857,2.82,19298.195,2689,15634.829,37622.024,16799,16799,45261.04459,55585.195,78.95829319,60.3269479,60.3269479,162.5370962,135.1045825,199.612189,362.1492852,13341.14326,19711.06206,35761.07787,1335,1099,1093.8,1.6,0,#N/A,#VALUE!,#VALUE!,0.055,0,0,0.029777927,#VALUE!,#VALUE!,0.089760095,0,0.004520548,0,#N/A,0.002450398,#N/A,#VALUE!,0.007377542,0.103432918,0.00823591,0.527896202,0.035955628,#VALUE!,#VALUE!,#VALUE!,4698,2063,1985,17978,26724,0,16.8710043,7.408446546,7.128340472,64.56085894,95.96865026,#DIV/0!,#DIV/0!,-0.230207343,655,0,18,647,1320,#N/A,#N/A,#N/A,s/o,s/o,0,0
2003-06-30,0.999952683,0.000278453,2.794,2.82,19489.13,2757,15428.416,37674.546,16556,16556,45713.28407,55358.13,79.89193579,59.45712306,59.45712306,164.1689029,135.2995964,198.8061819,362.9750848,13359.76809,19630.54255,35840.92698,1338,1102,1096,2.2,0,#N/A,#VALUE!,#VALUE!,0.07625,0,0,0.028138827,#VALUE!,#VALUE!,0.083344356,0,0.006267123,0,#N/A,0.002315368,#N/A,#VALUE!,0.006850221,0.096521612,0.007708139,0.397330022,0.028272566,#VALUE!,#VALUE!,#VALUE!,4682,2036,2093,17945,26756,0,16.81434224,7.311832722,7.516535308,64.44540186,96.08811213,#DIV/0!,#DIV/0!,-0.461459478,682,0,18,626,1326,0,#DIV/0!,#DIV/0!,s/o,s/o,0,0
2003-07-01,1.000246299,0.00027844,2.8075,2.82,19741.929,2723,15453.185,37918.114,16604,16604,45544.81824,55672.929,80.6815204,59.63232578,59.63232578,163.5716357,136.1807593,199.946172,363.5178076,13446.13972,19742.1734,35892.81817,1331,1095,1096,0,0,#N/A,#VALUE!,#VALUE!,0.070625,0,0,0.030151853,#VALUE!,#VALUE!,0.083404817,0,0.005804795,0,#N/A,0.002481205,#N/A,#VALUE!,0.00685519,0.029205849,0.002401837,0.285308136,0.021136824,#VALUE!,#VALUE!,#VALUE!,4715,2066,2066,18035,26882,0,16.93365551,7.41992201,7.41992201,64.77168125,96.54518077,#DIV/0!,#DIV/0!,-0.48805242,677,0,17,647,1341,#N/A,#N/A,#N/A,s/o,s/o,0,0
2003-07-02,1.000246299,0.000278508,2.8003,2.82,19968.75,2759,15036.522,37764.272,16174,16174,46137.39218,55075.75,81.6053278,58.07370161,58.07370161,165.6590297,135.5948475,197.752731,363.4117607,13391.58582,19530.4078,35891.18517,1334,1101,1097.4,1.4,0,#N/A,#VALUE!,#VALUE!,0.058125,0,0,0.026315238,#VALUE!,#VALUE!,0.083179733,0,0.004777397,0,#N/A,0.002165159,#N/A,#VALUE!,0.00683669,0.028978942,0.002383419,0.232132522,0.017547719,#VALUE!,#VALUE!,#VALUE!,4713,2063,2072,18008,26856,0,16.92230467,7.407323261,7.439638292,64.65878685,96.42805307,#DIV/0!,#DIV/0!,-0.530646762,669,0,17,643,1329,0,#DIV/0!,#DIV/0!,s/o,s/o,0,0
2003-07-03,1.000246299,0.000278577,2.8012,2.81,20224.903,2783,14936.345,37944.248,15949,15949,46553.84876,54905.903,82.59089159,57.25172476,57.25172476,167.1131818,136.2075141,197.0943411,364.2075229,13503.2911,19539.46726,36106.67322,1337,1105,1100.4,3,0,#N/A,#VALUE!,#VALUE!,0.0625,0,0,0.027135143,#VALUE!,#VALUE!,0.07745506,0,0.005136986,0,#N/A,0.002232692,#N/A,#VALUE!,0.006366169,0.023223326,0.001914979,0.278600373,0.020691666,#VALUE!,#VALUE!,#VALUE!,4712,2056,2039,17933,26740,0,16.91454806,7.380371567,7.319347093,64.37363974,95.98790646,#DIV/0!,#DIV/0!,-0.546150658,682,0,17,655,1354,#N/A,#N/A,#N/A,s/o,s/o,0,0
2003-07-04,1.000246299,0.000278645,2.7967,2.81,20544.03,2713,14541.639,37798.669,15593,15593,47052.30764,54443.03,83.46461924,55.96001759,55.96001759,168.8608967,135.651522,195.3846544,364.2455512,13451.48363,19374.74377,36119.33724,1346,1115,1103.6,3.2,0,#N/A,#VALUE!,#VALUE!,0.060625,0,0,0.027850726,#VALUE!,#VALUE!,0.075889916,0,0.004982877,0,#N/A,0.002291635,#N/A,#VALUE!,0.006237527,0.021654868,0.001786906,0.276640457,0.020561193,#VALUE!,#VALUE!,#VALUE!,4714,2036,2030,17927,26707,0,16.91756063,7.306778414,7.285245668,64.33625571,95.84584042,#DIV/0!,#DIV/0!,-0.435436588,681,0,19,661,1361,0,#DIV/0!,#DIV/0!,s/o,s/o,0,0
2003-07-07,1.000246299,0.000278714,2.7953,2.81,20851.142,2720,14403.157,37974.299,15317,15317,47170.59626,54205.142,84.57107174,54.95597565,54.95597565,169.2437252,136.2482635,194.483023,363.7267483,13513.98541,19290.08612,36076.77518,1363,1119,1107,3.4,0,#N/A,#VALUE!,#VALUE!,0.058125,0,0,0.02673349,#VALUE!,#VALUE!,0.072593896,0,0.004777397,0,#N/A,0.002199608,#N/A,#VALUE!,0.005966622,0.018359073,0.001517198,0.219964217,0.016706479,#VALUE!,#VALUE!,#VALUE!,4720,2035,2026,17926,26707,0,16.93492231,7.301391294,7.269100129,64.31682572,95.82223946,#DIV/0!,#DIV/0!,-0.286115839,675,0,19,662,1356,#N/A,#N/A,#N/A,s/o,s/o,0,0
2003-07-08,1.000246299,0.000278783,2.7902,2.8,20918.802,2865,14329.244,38113.046,15176,15176,47438.64275,54135.802,85.31306355,54.43667301,54.43667301,170.16354,136.7124026,194.1864096,364.3499496,13611.80214,19334.215,36276.58741,1363,1120,1112,5,0,#N/A,#VALUE!,#VALUE!,0.05125,0,0,0.02619877,#VALUE!,#VALUE!,0.069607397,0,0.004212329,0,#N/A,0.002155566,#N/A,#VALUE!,0.005721156,0.015381197,0.001272818,0.269564397,0.020088601,#VALUE!,#VALUE!,#VALUE!,4715,2035,1981,17899,26630,0,16.91281716,7.299593409,7.105894124,64.20413878,95.52244348,#DIV/0!,#DIV/0!,-0.340212483,679,0,18,652,1349,0,#DIV/0!,#DIV/0!,s/o,s/o,0,0
2003-07-10,1.000246299,0.000278851,2.776,2.79,21082.992,2829,14099.137,38011.129,15469,15469,46959.54114,54849.992,85.75176352,55.47400776,55.47400776,168.4035135,136.3132501,196.699779,365.1032925,13624.06057,19659.49534,36490.87209,1377,1135,1118.8,6.8,0,#N/A,#VALUE!,#VALUE!,0.054375,0,0,0.027496588,#VALUE!,#VALUE!,0.067385771,0,0.004469178,0,#N/A,0.002262464,#N/A,#VALUE!,0.005538557,0.013171165,0.001091026,0.267568744,0.01995488,#VALUE!,#VALUE!,#VALUE!,4711,2030,1906,17875,26522,0,16.89430801,7.279865263,6.835183838,64.10226186,95.11161897,#DIV/0!,#DIV/0!,-0.394046306,677,0,18,651,1346,#N/A,#N/A,#N/A,s/o,s/o,0,0
2003-07-11,1.000246299,0.00027892,2.7673,2.78,21156.581,2773,13959.385,37888.966,15483,15483,46814.0762,54895.581,85.7937092,55.51054152,55.51054152,167.8405167,135.8416986,196.8147922,364.655309,13629.12446,19746.61187,36586.20763,1377,1136,1125,6.2,0,#N/A,#VALUE!,#VALUE!,0.0475,0,0,0.025374408,#VALUE!,#VALUE!,0.062512471,0,0.00390411,0,#N/A,0.002087671,#N/A,#VALUE!,0.005138011,0.008338735,0.000692253,0.374013164,0.026831637,#VALUE!,#VALUE!,#VALUE!,4713,2031,1841,17860,26445,0,16.89731849,7.281657936,6.600459015,64.03269854,94.81213398,#DIV/0!,#DIV/0!,-0.363637607,678,0,17,651,1346,0,#DIV/0!,#DIV/0!,s/o,s/o,0,0
